key,publishingCountry,basisOfRecord,occurrenceStatus,scientificName,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,decimalLongitude,decimalLatitude,coordinateUncertaintyInMeters,eventDate,issues,class,countryCode,country,datasetName,avg_radiance,avg_deg_urban,is_invasive,land_cover_label,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,phh2o_0_5cm_mean,bdod_0_5cm_mean,cec_0_5cm_mean,cfvo_0_5cm_mean,clay_0_5cm_mean,nitrogen_0_5cm_mean,sand_0_5cm_mean,silt_0_5cm_mean,soc_0_5cm_mean,ocd_0_5cm_mean
3764479550,US,HUMAN_OBSERVATION,PRESENT,"Aythya fuligula (Linnaeus, 1758)","Aythya fuligula (Linnaeus, 1758)",Animalia,Chordata,Anseriformes,Anatidae,Aythya,Aythya fuligula,Aythya,fuligula,SPECIES,ACCEPTED,LC,-2.218627,53.544292,93.0,2022-04-05T00:00:00Z,['COORDINATE_ROUNDED'],Aves,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,,,false,,,,,,,,,,,,,,,,,,,,,
3759259062,GB,HUMAN_OBSERVATION,PRESENT,"Turdus viscivorus Linnaeus, 1758","Turdus viscivorus Linnaeus, 1758",Animalia,Chordata,Passeriformes,Turdidae,Turdus,Turdus viscivorus,Turdus,viscivorus,SPECIES,ACCEPTED,LC,-1.529399,53.408105,357.0,2022-04-05T13:57:21Z,['COORDINATE_ROUNDED'],Aves,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,5.4303,1.9167,false,trees,,,,,,,,,,,54.0,97.0,269.0,182.0,243.0,8204.0,399.0,356.0,1275.0,533.0
3760213013,US,HUMAN_OBSERVATION,PRESENT,Urtica dioica L.,Urtica dioica L.,Plantae,Tracheophyta,Rosales,Urticaceae,Urtica,Urtica dioica,Urtica,dioica,SPECIES,ACCEPTED,LC,-3.150067,51.767719,15.0,2022-04-05T16:45:00Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,2.0134,1.1633,false,trees,,,,,,,,,,,54.0,98.0,354.0,173.0,194.0,6417.0,372.0,429.0,1008.0,572.0
3760263987,US,HUMAN_OBSERVATION,PRESENT,Anemonoides nemorosa (L.) Holub,Anemone nemorosa L.,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Anemone,Anemone nemorosa,Anemonoides,nemorosa,SPECIES,SYNONYM,NE,-2.484966,53.841296,15.0,2022-04-05T17:51:00Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,3.1769,1.0842,false,grass,,,,,,,,,,,56.0,92.000000000000014,338.0,142.00000000000003,207.0,7444.0,426.0,358.0,1376.4665271966526,542.0
3759302081,US,HUMAN_OBSERVATION,PRESENT,Umbilicus rupestris (Salisb.) Dandy,Umbilicus rupestris (Salisb.) Dandy,Plantae,Tracheophyta,Saxifragales,Crassulaceae,Umbilicus,Umbilicus rupestris,Umbilicus,rupestris,SPECIES,ACCEPTED,NE,-3.581006,50.329343,18.0,2022-04-05T16:07:44Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.5694,0.5256,false,water,,,,,,,,,,,61.0,114.0,336.0,168.0,221.0,7457.0,341.0,438.0,836.0,492.0
3760255026,US,HUMAN_OBSERVATION,PRESENT,Ficaria verna Huds.,Ficaria verna Huds.,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Ficaria,Ficaria verna,Ficaria,verna,SPECIES,ACCEPTED,NE,-3.181478,52.616388,2997.0,2022-04-05T14:11:55Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.6416,0.8304,false,grass,,,,,,,,,,,62.0,99.000000000000014,271.0,166.0,278.0,6434.0,305.0,412.0,910.33333333333337,489.00000000000006
3759276975,GB,HUMAN_OBSERVATION,PRESENT,"Pyrrhula pyrrhula (Linnaeus, 1758)","Pyrrhula pyrrhula (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Fringillidae,Pyrrhula,Pyrrhula pyrrhula,Pyrrhula,pyrrhula,SPECIES,ACCEPTED,LC,-2.211148,53.856501,5.0,2022-04-05T11:25:17Z,['COORDINATE_ROUNDED'],Aves,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,2.1238,1.1706,false,grass,,,,,,,,,,,57.0,94.0,300.0,134.0,217.0,7721.0,423.0,360.0,1307.0,533.0
3759989993,GB,HUMAN_OBSERVATION,PRESENT,"Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb.","Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb.",Plantae,Tracheophyta,Asterales,Asteraceae,Petasites,Petasites hybridus,Petasites,hybridus,SPECIES,ACCEPTED,NE,-1.860033,53.056903,20.0,2022-04-05T15:07:10Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,1.5575,0.8922,false,grass,,,,,,,,,,,57.0,97.0,282.0,146.0,257.0,7492.0,277.0,472.0,1104.3494897959185,540.0
3759966034,US,HUMAN_OBSERVATION,PRESENT,"Linaria cannabina (Linnaeus, 1758)","Linaria cannabina (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Fringillidae,Linaria,Linaria cannabina,Linaria,cannabina,SPECIES,ACCEPTED,LC,0.847136,52.958759,,2022-04-05T10:10:27Z,['COORDINATE_ROUNDED'],Aves,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.3857,0.3264,false,grass,,,,,,,,,,,65.0,100.0,340.0,103.0,336.0,6981.0,284.0,379.0,778.0,554.0
3802518433,US,HUMAN_OBSERVATION,PRESENT,Acer platanoides L.,Acer platanoides L.,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,Acer,platanoides,SPECIES,ACCEPTED,LC,-2.217647,52.21455,50.0,2022-04-05T13:05:18Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,1.8358,1.2775,false,built,,,,,,,,,,,64.0,94.0,263.0,119.0,343.0,5192.0,318.0,332.0,850.0,567.0
3760309969,US,HUMAN_OBSERVATION,PRESENT,"Cinclus cinclus (Linnaeus, 1758)","Cinclus cinclus (Linnaeus, 1758)",Animalia,Chordata,Passeriformes,Cinclidae,Cinclus,Cinclus cinclus,Cinclus,cinclus,SPECIES,ACCEPTED,LC,-2.486015,53.842287,8.0,2022-04-05T17:59:00Z,['COORDINATE_ROUNDED'],Aves,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,3.1664,1.0728,false,grass,,,,,,,,,,,56.0,92.0,337.99999999999994,141.99999999999997,210.0,7515.0,429.0,353.0,1389.0,542.0
3760273008,US,HUMAN_OBSERVATION,PRESENT,"Gulosus aristotelis (Linnaeus, 1761)","Phalacrocorax aristotelis (Linnaeus, 1761)",Animalia,Chordata,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax aristotelis,Gulosus,aristotelis,SPECIES,SYNONYM,LC,-5.170311,57.89801,1497.0,2022-04-05T12:08:15Z,['COORDINATE_ROUNDED'],Aves,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.3013,0.8922,false,water,,,,,,,,,,,47.0,79.0,381.0,164.0,72.0,15048.0,732.0,196.0,2619.0,639.0
3760315081,US,HUMAN_OBSERVATION,PRESENT,"Grimmia pulvinata Smith, 1807","Grimmia pulvinata Smith, 1807",Plantae,Bryophyta,Grimmiales,Grimmiaceae,Grimmia,Grimmia pulvinata,Grimmia,pulvinata,SPECIES,ACCEPTED,NE,-3.147664,51.773122,15.0,2022-04-05T15:43:00Z,['COORDINATE_ROUNDED'],Bryopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,1.9628,1.138,false,trees,,,,,,,,,,,53.0,100.0,354.0,169.0,195.0,6502.0,359.0,446.0,1008.0,571.0
3760248075,US,HUMAN_OBSERVATION,PRESENT,Ramalina farinacea (L.) Ach.,Ramalina farinacea (L.) Ach.,Fungi,Ascomycota,Lecanorales,Ramalinaceae,Ramalina,Ramalina farinacea,Ramalina,farinacea,SPECIES,ACCEPTED,NE,-3.147868,51.777381,2.0,2022-04-05T15:21:00Z,['COORDINATE_ROUNDED'],Lecanoromycetes,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,1.9309,1.1212,false,trees,,,,,,,,,,,53.0,100.0,354.0,162.00000000000003,199.00000000000003,6502.0,340.0,457.0,977.0,573.99999999999989
3760250013,US,HUMAN_OBSERVATION,PRESENT,Ipheion uniflorum (Lindl.) Raf.,Ipheion uniflorum (Lindl.) Raf.,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Ipheion,Ipheion uniflorum,Ipheion,uniflorum,SPECIES,ACCEPTED,NE,-2.426678,50.637284,7.0,2022-04-05T17:02:04Z,['COORDINATE_ROUNDED'],Liliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.7697,0.7127,false,built,,,,,,,,,,,65.0,113.0,322.0,144.0,214.0,5996.0,332.0,457.0,668.0,515.0
3759943095,US,HUMAN_OBSERVATION,PRESENT,"Funaria hygrometrica (Hampe) Grout, 1935","Funaria hygrometrica (Hampe) Grout, 1935",Plantae,Bryophyta,Funariales,Funariaceae,Funaria,Funaria hygrometrica,Funaria,hygrometrica,SPECIES,ACCEPTED,NE,-1.434862,53.462266,758.0,2022-04-05T19:01:22Z,['COORDINATE_ROUNDED'],Bryopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,6.4977,2.2343,false,trees,,,,,,,,,,,61.0,98.0,278.0,158.0,281.0,6509.0,354.0,369.0,1052.0,542.0
3759997919,US,HUMAN_OBSERVATION,PRESENT,Fucus vesiculosus L.,Fucus vesiculosus L.,Chromista,Ochrophyta,Fucales,Fucaceae,Fucus,Fucus vesiculosus,Fucus,vesiculosus,SPECIES,ACCEPTED,NE,-5.175638,57.904005,,2022-04-05T12:41:37Z,['COORDINATE_ROUNDED'],Phaeophyceae,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.2997,0.8774,false,water,,,,,,,,,,,47.0,79.0,377.0,171.0,77.0,15078.0,744.0,181.0,2570.0,644.0
3759691020,US,HUMAN_OBSERVATION,PRESENT,"Chroicocephalus ridibundus (Linnaeus, 1766)","Chroicocephalus ridibundus (Linnaeus, 1766)",Animalia,Chordata,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus ridibundus,Chroicocephalus,ridibundus,SPECIES,ACCEPTED,NE,0.847777,52.973594,,2022-04-05T12:52:04Z,['COORDINATE_ROUNDED'],Aves,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.376,0.2863,false,water,,,,,,,,,,,66.0,91.0,334.0,102.0,348.0,7032.0,280.0,380.0,779.0,550.0
3759534882,GB,HUMAN_OBSERVATION,PRESENT,"Rana temporaria Linnaeus, 1758","Rana temporaria Linnaeus, 1758",Animalia,Chordata,Anura,Ranidae,Rana,Rana temporaria,Rana,temporaria,SPECIES,ACCEPTED,LC,-1.224953,53.365307,24.0,2022-04-05T11:26:00Z,['COORDINATE_ROUNDED'],Amphibia,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,6.9748,1.5009,false,built,,,,,,,,,,,65.0,102.0,273.0,142.0,268.0,6780.0,393.0,343.0,1084.0,575.0
3785748345,GB,HUMAN_OBSERVATION,PRESENT,"Timarcha tenebricosa (Fabricius, 1775)","Timarcha tenebricosa (Fabricius, 1775)",Animalia,Arthropoda,Coleoptera,Chrysomelidae,Timarcha,Timarcha tenebricosa,Timarcha,tenebricosa,SPECIES,ACCEPTED,NE,-3.557433,50.418178,70.7,2022-04-05T00:00:00Z,['FOOTPRINT_WKT_INVALID'],Insecta,GB,United Kingdom of Great Britain and Northern Ireland,,0.7845,0.9467,false,water,,,,,,,,,,,62.0,114.0,297.0,153.0,241.0,6787.0,333.0,421.0,844.0,500.0
3760254996,GB,HUMAN_OBSERVATION,PRESENT,"Xylocampa areola (Esper, 1789)","Xylocampa areola (Esper, 1789)",Animalia,Arthropoda,Lepidoptera,Noctuidae,Xylocampa,Xylocampa areola,Xylocampa,areola,SPECIES,ACCEPTED,NE,-3.520133,50.385544,24.0,2022-04-05T16:35:50Z,['COORDINATE_ROUNDED'],Insecta,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.6899,0.639,false,built,,,,,,,,,,,60.0,111.0,329.0,164.0,219.0,7050.0,304.0,483.0,724.0,513.0
3760293078,US,HUMAN_OBSERVATION,PRESENT,"Actinia fragacea Tugwell, 1856","Actinia fragacea Tugwell, 1856",Animalia,Cnidaria,Actiniaria,Actiniidae,Actinia,Actinia fragacea,Actinia,fragacea,SPECIES,ACCEPTED,NE,-3.612287,50.317075,60.0,2022-04-05T15:19:33Z,['COORDINATE_ROUNDED'],Anthozoa,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.5507,0.5404,false,water,,,,,,,,,,,61.0,111.0,370.0,176.0,222.0,7316.0,338.0,442.0,772.0,510.0
3760092110,US,HUMAN_OBSERVATION,PRESENT,"Mytilus edulis Linnaeus, 1758","Mytilus edulis Linnaeus, 1758",Animalia,Mollusca,Mytilida,Mytilidae,Mytilus,Mytilus edulis,Mytilus,edulis,SPECIES,ACCEPTED,NE,-3.612263,50.317054,5.0,2022-04-05T15:24:24Z,['COORDINATE_ROUNDED'],Bivalvia,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.5506,0.5403,false,water,,,,,,,,,,,61.0,111.0,370.0,176.0,222.0,7316.0,338.0,442.0,772.0,510.0
3759589011,US,HUMAN_OBSERVATION,PRESENT,Pelvetia canaliculata (L.) Decne. & Thur.,Pelvetia canaliculata (L.) Decne. & Thur.,Chromista,Ochrophyta,Fucales,Fucaceae,Pelvetia,Pelvetia canaliculata,Pelvetia,canaliculata,SPECIES,ACCEPTED,NE,-5.177157,57.905173,,2022-04-05T12:40:41Z,['COORDINATE_ROUNDED'],Phaeophyceae,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.2993,0.8744,false,water,,,,,,,,,,,47.0,80.0,377.0,172.0,78.0,15150.0,751.0,176.0,2570.0,646.0
3759300041,US,HUMAN_OBSERVATION,PRESENT,"Orthosia gothica (Linnaeus, 1758)","Orthosia gothica (Linnaeus, 1758)",Animalia,Arthropoda,Lepidoptera,Noctuidae,Orthosia,Orthosia gothica,Orthosia,gothica,SPECIES,ACCEPTED,NE,-2.476979,54.149108,65.0,2022-04-05T17:36:00Z,['COORDINATE_ROUNDED'],Insecta,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.453,0.5296,false,grass,,,,,,,,,,,55.0,96.0,331.0,137.0,184.0,8092.0,482.0,332.0,1399.0,551.0
3759553095,US,HUMAN_OBSERVATION,PRESENT,"Erinaceus europaeus Linnaeus, 1758","Erinaceus europaeus Linnaeus, 1758",Animalia,Chordata,Erinaceomorpha,Erinaceidae,Erinaceus,Erinaceus europaeus,Erinaceus,europaeus,SPECIES,ACCEPTED,LC,-3.584529,50.351653,,2022-04-05T21:17:57Z,['COORDINATE_ROUNDED'],Mammalia,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.6256,0.6328,false,built,,,,,,,,,,,60.0,108.0,335.0,181.0,214.0,7329.0,325.0,464.0,885.0,523.0
3795038306,GB,HUMAN_OBSERVATION,PRESENT,"Bombus sylvestris (Lepeletier, 1832)","Bombus sylvestris (Lepeletier, 1832)",Animalia,Arthropoda,Hymenoptera,Apidae,Bombus,Bombus sylvestris,Bombus,sylvestris,SPECIES,ACCEPTED,NE,-0.86806,50.89833,500.0,2022-04-05T00:00:00Z,['COORDINATE_ROUNDED'],Insecta,GB,United Kingdom of Great Britain and Northern Ireland,,2.2588,0.9088,false,crops,,,,,,,,,,,60.0,104.00000000000001,291.0,150.0,266.0,6069.0,223.99999999999997,499.0,606.0,494.00000000000011
3772678519,US,HUMAN_OBSERVATION,PRESENT,Allium ursinum L.,Allium ursinum L.,Plantae,Tracheophyta,Asparagales,Amaryllidaceae,Allium,Allium ursinum,Allium,ursinum,SPECIES,ACCEPTED,NE,-2.484287,53.838971,8.0,2022-04-05T18:42:00Z,['COORDINATE_ROUNDED'],Liliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,3.2058,1.108,false,grass,,,,,,,,,,,56.0,92.000000000000014,337.0,142.0,206.99999999999997,7359.0,425.0,365.0,1362.5,542.0
3760263988,US,HUMAN_OBSERVATION,PRESENT,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Plantae,Tracheophyta,Asparagales,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta,Hyacinthoides,non-scripta,SPECIES,ACCEPTED,NE,-2.484326,53.839177,8.0,2022-04-05T18:47:00Z,['COORDINATE_ROUNDED'],Liliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,3.2032,1.106,false,grass,,,,,,,,,,,56.0,92.000000000000014,337.0,142.0,207.0,7361.0,424.99999999999989,364.00000000000006,1362.5,542.0
3760081050,GB,HUMAN_OBSERVATION,PRESENT,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.","Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Plantae,Tracheophyta,Lamiales,Plantaginaceae,Cymbalaria,Cymbalaria muralis,Cymbalaria,muralis,SPECIES,ACCEPTED,NE,-1.527367,53.404195,6.0,2022-04-05T18:03:59Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,5.419,1.9439,false,built,,,,,,,,,,,55.0,97.0,275.0,178.0,243.0,7878.0,399.0,358.0,1326.0,529.0
3760263019,US,HUMAN_OBSERVATION,PRESENT,"Anguis fragilis Linnaeus, 1758","Anguis fragilis Linnaeus, 1758",Animalia,Chordata,Squamata,Anguidae,Anguis,Anguis fragilis,Anguis,fragilis,SPECIES,ACCEPTED,LC,-2.216113,52.2178,17.0,2022-04-05T12:42:15Z,['COORDINATE_ROUNDED'],Reptilia,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,1.8637,1.2765,false,built,,,,,,,,,,,64.0,94.0,261.0,119.0,346.0,5063.0,320.0,330.0,866.0,561.0
3759668039,US,HUMAN_OBSERVATION,PRESENT,"Attagenus pellio (Linnaeus, 1758)","Attagenus pellio (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Dermestidae,Attagenus,Attagenus pellio,Attagenus,pellio,SPECIES,ACCEPTED,NE,0.772712,51.066253,500.0,2022-04-05T18:41:10Z,['COORDINATE_ROUNDED'],Insecta,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,1.2248,0.9814,false,crops,,,,,,,,,,,63.0,96.0,324.0,147.0,303.0,5837.0,271.0,429.0,582.5,559.00000000000011
3783586369,GB,HUMAN_OBSERVATION,PRESENT,"Capreolus capreolus (Linnaeus, 1758)","Capreolus capreolus (Linnaeus, 1758)",Animalia,Chordata,Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,Capreolus,capreolus,SPECIES,ACCEPTED,LC,0.71011,51.10129,5.0,2022-04-05T00:00:00Z,['COORDINATE_ROUNDED'],Mammalia,GB,United Kingdom of Great Britain and Northern Ireland,,1.277,0.9331,false,grass,,,,,,,,,,,63.0,99.0,310.0,141.0,257.0,5585.0,269.0,474.0,640.00000000000011,567.0
3759231952,GB,HUMAN_OBSERVATION,PRESENT,Ficaria verna Huds.,Ficaria verna Huds.,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Ficaria,Ficaria verna,Ficaria,verna,SPECIES,ACCEPTED,NE,-1.267127,53.337581,7.0,2022-04-05T10:25:00Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,6.2668,1.6512,false,built,,,,,,,,,,,66.0,102.0,265.0,155.0,234.0,6614.0,379.0,388.0,1087.0,561.0
3759693965,GB,HUMAN_OBSERVATION,PRESENT,"Eristalis pertinax (Scopoli, 1763)","Eoseristalis pertinax (Scopoli, 1763)",Animalia,Arthropoda,Diptera,Syrphidae,Eoseristalis,Eoseristalis pertinax,Eristalis,pertinax,SPECIES,SYNONYM,NE,-1.26399,53.339078,4.0,2022-04-05T10:13:00Z,['COORDINATE_ROUNDED'],Insecta,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,6.3022,1.6465,false,built,,,,,,,,,,,66.0,102.0,266.0,153.0,238.0,6620.0,379.0,386.0,1087.0,561.0
3786277983,GB,HUMAN_OBSERVATION,PRESENT,"Bombylius major Linnaeus, 1758","Bombylius major Linnaeus, 1758",Animalia,Arthropoda,Diptera,Bombyliidae,Bombylius,Bombylius major,Bombylius,major,SPECIES,ACCEPTED,NE,-2.875726,51.826978,7.1,2022-04-05T00:00:00Z,['FOOTPRINT_WKT_INVALID'],Insecta,GB,United Kingdom of Great Britain and Northern Ireland,,0.995,0.6318,false,crops,,,,,,,,,,,64.0,102.0,282.00000000000011,129.0,264.99999999999994,6125.0,220.0,514.0,658.0,527.0
3759655194,US,HUMAN_OBSERVATION,PRESENT,Cardamine pratensis L.,Cardamine pratensis L.,Plantae,Tracheophyta,Brassicales,Brassicaceae,Cardamine,Cardamine pratensis,Cardamine,pratensis,SPECIES,ACCEPTED,NE,-3.5543,50.395358,35.0,2022-04-05T12:08:14Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.7351,0.8163,false,built,,,,,,,,,,,62.0,114.0,317.0,157.0,220.0,6899.0,318.0,463.0,635.0,526.0
3760271968,GB,HUMAN_OBSERVATION,PRESENT,"Sitta europaea Linnaeus, 1758","Sitta europaea Linnaeus, 1758",Animalia,Chordata,Passeriformes,Sittidae,Sitta,Sitta europaea,Sitta,europaea,SPECIES,ACCEPTED,LC,-1.53435,53.410035,357.0,2022-04-05T13:49:25Z,['COORDINATE_ROUNDED'],Aves,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,5.393,1.8764,false,trees,,,,,,,,,,,56.0,98.0,259.0,180.0,258.0,8185.0,396.0,354.0,1217.0,533.0
3760311100,US,HUMAN_OBSERVATION,PRESENT,Pentaglottis sempervirens (L.) L.H.Bailey,Pentaglottis sempervirens (L.) L.H.Bailey,Plantae,Tracheophyta,Boraginales,Boraginaceae,Pentaglottis,Pentaglottis sempervirens,Pentaglottis,sempervirens,SPECIES,ACCEPTED,NE,-3.431223,54.667835,326.0,2022-04-05T12:28:00Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.7035,0.7168,false,grass,,,,,,,,,,,56.0,96.0,308.0,137.0,205.0,7677.0,482.0,310.0,1361.0,530.0
3760259002,US,HUMAN_OBSERVATION,PRESENT,Bellis perennis L.,Bellis perennis L.,Plantae,Tracheophyta,Asterales,Asteraceae,Bellis,Bellis perennis,Bellis,perennis,SPECIES,ACCEPTED,NE,-3.431223,54.667835,326.0,2022-04-05T12:40:00Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.7035,0.7168,false,grass,,,,,,,,,,,56.0,96.0,308.0,137.0,205.0,7677.0,482.0,310.0,1361.0,530.0
3759254075,US,HUMAN_OBSERVATION,PRESENT,"Cygnus olor (Gmelin, 1789)","Cygnus olor (Gmelin, 1789)",Animalia,Chordata,Anseriformes,Anatidae,Cygnus,Cygnus olor,Cygnus,olor,SPECIES,ACCEPTED,LC,-3.431223,54.667835,326.0,2022-04-05T13:49:00Z,['COORDINATE_ROUNDED'],Aves,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.7035,0.7168,false,grass,,,,,,,,,,,56.0,96.0,308.0,137.0,205.0,7677.0,482.0,310.0,1361.0,530.0
3760191084,US,HUMAN_OBSERVATION,PRESENT,Mercurialis perennis L.,Mercurialis perennis L.,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Mercurialis,Mercurialis perennis,Mercurialis,perennis,SPECIES,ACCEPTED,NE,-3.431223,54.667835,326.0,2022-04-05T11:54:00Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.7035,0.7168,false,grass,,,,,,,,,,,56.0,96.0,308.0,137.0,205.0,7677.0,482.0,310.0,1361.0,530.0
3760131027,US,HUMAN_OBSERVATION,PRESENT,Ficaria verna Huds.,Ficaria verna Huds.,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Ficaria,Ficaria verna,Ficaria,verna,SPECIES,ACCEPTED,NE,-3.431223,54.667835,326.0,2022-04-05T11:43:00Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.7035,0.7168,false,grass,,,,,,,,,,,56.0,96.0,308.0,137.0,205.0,7677.0,482.0,310.0,1361.0,530.0
3760142074,US,HUMAN_OBSERVATION,PRESENT,Rabelera holostea (L.) M.T.Sharples & E.A.Tripp,Rabelera holostea (L.) M.T.Sharples & E.A.Tripp,Plantae,Tracheophyta,Caryophyllales,Caryophyllaceae,Rabelera,Rabelera holostea,Rabelera,holostea,SPECIES,ACCEPTED,NE,-3.431223,54.667835,326.0,2022-04-05T11:46:00Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.7035,0.7168,false,grass,,,,,,,,,,,56.0,96.0,308.0,137.0,205.0,7677.0,482.0,310.0,1361.0,530.0
3759668094,US,HUMAN_OBSERVATION,PRESENT,"Anas platyrhynchos Linnaeus, 1758","Anas platyrhynchos Linnaeus, 1758",Animalia,Chordata,Anseriformes,Anatidae,Anas,Anas platyrhynchos,Anas,platyrhynchos,SPECIES,ACCEPTED,LC,-3.431223,54.667835,326.0,2022-04-05T13:49:00Z,['COORDINATE_ROUNDED'],Aves,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.7035,0.7168,false,grass,,,,,,,,,,,56.0,96.0,308.0,137.0,205.0,7677.0,482.0,310.0,1361.0,530.0
3760256030,US,HUMAN_OBSERVATION,PRESENT,Ribes sanguineum Pursh,Ribes sanguineum Pursh,Plantae,Tracheophyta,Saxifragales,Grossulariaceae,Ribes,Ribes sanguineum,Ribes,sanguineum,SPECIES,ACCEPTED,NE,-3.431223,54.667835,326.0,2022-04-05T12:37:00Z,['COORDINATE_ROUNDED'],Magnoliopsida,GB,United Kingdom of Great Britain and Northern Ireland,iNaturalist research-grade observations,0.7035,0.7168,false,grass,,,,,,,,,,,56.0,96.0,308.0,137.0,205.0,7677.0,482.0,310.0,1361.0,530.0
