gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
3759896130,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/109665907,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,Paraná,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.319711,-51.166201,11455,NA,NA,NA,NA,NA,2022-03-27T00:00:00Z,27,3,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,109665907,NA,Isabella Surjus,2022-03-27 17:27:07,CC_BY_NC_4_0,Isabella Surjus,Isabella Surjus,NA,NA,2022-06-03T10:58:51Z,StillImage,COORDINATE_ROUNDED
3759841059,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/109634797,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.492666,-46.52485,8,NA,NA,NA,NA,NA,2022-01-26T07:30:00Z,26,1,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,109634797,NA,miguelmagro,2022-03-27 11:16:59,CC_BY_NC_4_0,miguelmagro,miguelmagro,NA,NA,2022-06-03T11:33:09Z,StillImage,COORDINATE_ROUNDED
3759839083,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/109634808,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.493984,-46.521687,4,NA,NA,NA,NA,NA,2022-01-26T06:55:00Z,26,1,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,109634808,NA,miguelmagro,2022-03-27 11:17:02,CC_BY_NC_4_0,miguelmagro,miguelmagro,NA,NA,2022-06-03T10:58:25Z,StillImage,COORDINATE_ROUNDED
3759470931,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/110441668,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,Paraná,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-25.688664,-54.438886,NA,NA,NA,NA,NA,NA,2022-04-02T10:46:00Z,2,4,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,110441668,NA,entomologist-hemulen,2022-04-04 23:49:00,CC_BY_NC_4_0,entomologist-hemulen,entomologist-hemulen,NA,NA,2022-06-03T11:18:05Z,StillImage,COORDINATE_ROUNDED
3759299192,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/111675775,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,Rio Grande do Sul,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-29.644874,-53.586123,1885,NA,NA,NA,NA,NA,2022-04-16T12:45:00Z,16,4,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,111675775,NA,Rejane Zanini,2022-04-16 18:17:25,CC_BY_NC_4_0,Rejane Zanini,Rejane Zanini,NA,NA,2022-06-03T11:55:10Z,StillImage,COORDINATE_ROUNDED
3747006987,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/109244414,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,Misiones,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-25.684319,-54.445902,15,NA,NA,NA,NA,NA,2022-01-24T12:29:00Z,24,1,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,109244414,NA,jorgejuanrueda,2022-03-22 19:15:34,CC_BY_NC_4_0,jorgejuanrueda,jorgejuanrueda,NA,NA,2022-06-03T11:12:29Z,,COORDINATE_ROUNDED
3743256342,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/108831472,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,Paraná,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-25.687845,-54.436884,122,NA,NA,NA,NA,NA,2022-02-28T13:18:00Z,28,2,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,108831472,NA,Juanito Escamilla,2022-03-17 22:41:47,CC_BY_4_0,Juanito Escamilla,Juanito Escamilla,NA,NA,2022-06-03T10:58:08Z,StillImage,COORDINATE_ROUNDED
3743055793,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/108760114,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.457951,-46.639355,8,NA,NA,NA,NA,NA,2022-03-16T00:00:00Z,16,3,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,108760114,NA,Luciano Bernardes,2022-03-16 22:55:34,CC_BY_NC_4_0,Luciano Bernardes,Luciano Bernardes,NA,NA,2022-06-03T10:58:52Z,StillImage,COORDINATE_ROUNDED
3743010227,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/108831470,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,Paraná,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-25.690679,-54.43746,15,NA,NA,NA,NA,NA,2022-02-28T13:18:00Z,28,2,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,108831470,NA,Juanito Escamilla,2022-03-17 22:41:47,CC_BY_4_0,Juanito Escamilla,Juanito Escamilla,NA,NA,2022-06-03T10:58:25Z,StillImage,COORDINATE_ROUNDED
3712778367,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/108333817,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,Paraná,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-25.688533,-54.443794,15,NA,NA,NA,NA,NA,2022-02-27T08:41:00Z,27,2,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,108333817,NA,Juanito Escamilla,2022-03-10 23:35:29,CC_BY_4_0,Juanito Escamilla,Juanito Escamilla,NA,NA,2022-06-03T10:58:32Z,StillImage,COORDINATE_ROUNDED
3705786594,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/107438241,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,nasua,SUBSPECIES,Nasua nasua nasua,Nasua nasua nasua,NA,BR,,Alagoas,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-9.610738,-35.763839,2,NA,NA,NA,NA,NA,2022-02-24T11:02:00Z,24,2,2022,7193888,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,107438241,NA,Víctor de Paiva,2022-04-14 14:37:46,CC_BY_NC_4_0,Daniel Branch,Daniel Branch,NA,NA,2022-06-03T10:58:15Z,StillImage,COORDINATE_ROUNDED
3705781582,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/107438240,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,nasua,SUBSPECIES,Nasua nasua nasua,Nasua nasua nasua,NA,BR,,Alagoas,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-9.610963,-35.763686,2,NA,NA,NA,NA,NA,2022-02-24T11:01:00Z,24,2,2022,7193888,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,107438240,NA,Víctor de Paiva,2022-04-14 14:37:31,CC_BY_NC_4_0,Daniel Branch,Daniel Branch,NA,NA,2022-06-03T10:58:31Z,StillImage,COORDINATE_ROUNDED
3705444491,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/106943043,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-22.710353,-47.632875,208,NA,NA,NA,NA,NA,2022-02-11T13:13:34Z,11,2,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,106943043,NA,Leonardo Bernussi,2022-02-17 22:32:53,CC_BY_NC_4_0,Leonardo Bernussi,Leonardo Bernussi,NA,NA,2022-06-03T10:58:46Z,StillImage,COORDINATE_ROUNDED
3698267847,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/107160573,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,Santa Catarina,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-27.224296,-49.625645,12,NA,NA,NA,NA,NA,2022-02-20T22:37:13Z,20,2,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,107160573,NA,luisfunez,2022-02-21 14:59:35,CC_BY_NC_4_0,Liu Idárraga Orozco,Liu Idárraga Orozco,NA,NA,2022-06-03T10:58:12Z,StillImage,COORDINATE_ROUNDED
3698155673,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/107271207,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,Rio Grande do Sul,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-29.584335,-50.267697,61,NA,NA,NA,NA,NA,2022-02-22T09:41:36Z,22,2,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,107271207,NA,Guillermo Andreo,2022-02-22 19:54:36,CC_BY_NC_4_0,Guillermo Andreo,Guillermo Andreo,NA,NA,2022-06-03T11:14:22Z,StillImage,COORDINATE_ROUNDED
3499411895,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/106682850,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,Paraná,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-25.685487,-54.439758,6,NA,NA,NA,NA,NA,2022-02-11T06:12:22Z,11,2,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,106682850,NA,jabbar,2022-02-13 16:11:44,CC_BY_NC_4_0,jabbar,jabbar,NA,NA,2022-06-03T10:57:24Z,StillImage,COORDINATE_ROUNDED
3466467739,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/105671464,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,Distrito Federal,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-15.842019,-47.803361,NA,NA,NA,NA,NA,NA,2022-01-27T14:41:36Z,27,1,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,105671464,NA,Antônio,2022-01-27 17:47:30,CC_BY_NC_4_0,Antônio,Antônio,NA,NA,2022-06-03T10:58:44Z,StillImage,COORDINATE_ROUNDED
3466353731,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/105663097,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,Santa Catarina,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-28.663611,-49.484113,4,NA,NA,NA,NA,NA,2022-01-27T11:06:00Z,27,1,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,105663097,NA,João Gava Just,2022-01-27 14:15:11,CC_BY_NC_4_0,João Gava Just,João Gava Just,NA,NA,2022-06-03T11:17:21Z,StillImage,COORDINATE_ROUNDED
3456932880,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/104646666,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.577432,-47.609672,7,NA,NA,NA,NA,NA,2022-01-09T11:29:13Z,9,1,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,104646666,NA,Harper,2022-01-09 16:08:56,CC_BY_NC_4_0,Eric Uzueli,Eric Uzueli,NA,NA,2022-06-03T10:58:06Z,StillImage,COORDINATE_ROUNDED
3456808676,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/104848833,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.495176,-46.519442,200,NA,NA,NA,NA,NA,2022-01-12T01:09:00Z,12,1,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,104848833,NA,Enéas V. Gouvêa Junior,2022-01-13 04:11:03,CC_BY_NC_4_0,Enéas V. Gouvêa Junior,Enéas V. Gouvêa Junior,NA,NA,2022-06-03T11:14:03Z,StillImage,COORDINATE_ROUNDED
3456786398,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/105004432,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua,,SPECIES,"Nasua nasua (Linnaeus, 1766)",Nasua nasua,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.488398,-46.524275,61,NA,NA,NA,NA,NA,2022-01-15T00:00:00Z,15,1,2022,2433536,2433536,HUMAN_OBSERVATION,iNaturalist,Observations,105004432,NA,Luciano Bernardes,2022-01-16 00:53:56,CC_BY_NC_4_0,Luciano Bernardes,Luciano Bernardes,NA,NA,2022-06-03T10:57:47Z,StillImage,COORDINATE_ROUNDED
3802716813,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/118064806,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.541953,-46.760515,2,NA,NA,NA,NA,NA,2022-05-20T13:06:00Z,20,5,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,118064806,NA,Frederico Machado,2022-05-21 20:03:25,CC_BY_NC_4_0,Frederico Machado,Frederico Machado,NA,NA,2022-06-03T11:46:19Z,StillImage,COORDINATE_ROUNDED
3802632142,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/118248722,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.54148,-46.76047,15,NA,NA,NA,NA,NA,2022-05-22T12:34:00Z,22,5,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,118248722,NA,Frederico Machado,2022-05-22 19:37:58,CC_BY_NC_4_0,Frederico Machado,Frederico Machado,NA,NA,2022-06-03T11:28:24Z,StillImage,COORDINATE_ROUNDED
3802493897,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/118075862,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.637888,-46.706122,4,NA,NA,NA,NA,NA,2022-05-21T16:34:09Z,21,5,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,118075862,NA,José Valério,2022-05-21 21:13:42,CC_BY_NC_4_0,José Valério,José Valério,NA,NA,2022-06-03T11:37:44Z,StillImage,COORDINATE_ROUNDED
3784801104,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/117208874,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-22.238741,-49.112542,11630,NA,NA,NA,NA,NA,2022-05-12T13:52:38Z,12,5,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,117208874,NA,carol0301,2022-05-15 21:05:00,CC_BY_NC_4_0,carol0301,carol0301,NA,NA,2022-06-03T11:00:56Z,StillImage,COORDINATE_ROUNDED
3784655693,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/117029444,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.540571,-46.760009,15,NA,NA,NA,NA,NA,2022-05-14T12:33:00Z,14,5,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,117029444,NA,Frederico Machado,2022-05-14 20:25:34,CC_BY_NC_4_0,Frederico Machado,Frederico Machado,NA,NA,2022-06-03T11:01:51Z,StillImage,COORDINATE_ROUNDED
3773597388,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/116718886,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,Bahia,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-10.040664,-38.367158,NA,NA,NA,NA,NA,NA,2022-05-12T11:24:17Z,12,5,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,116718886,NA,Clemensou,2022-05-12 17:34:57,CC_BY_NC_4_0,Clemensou,Clemensou,NA,NA,2022-06-03T11:38:26Z,StillImage,COORDINATE_ROUNDED
3773562702,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/114759422,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,Pernambuco,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-7.923776,-35.165012,1057,NA,NA,NA,NA,NA,2022-04-30T13:22:00Z,30,4,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,114759422,NA,Helio Lourencini,2022-05-02 17:03:58,CC_BY_NC_4_0,Helio Lourencini,Helio Lourencini,NA,NA,2022-06-03T11:15:25Z,StillImage,COORDINATE_ROUNDED
3773395397,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/114251095,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,Rio de Janeiro,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-22.82132,-43.169017,4,NA,NA,NA,NA,NA,2022-05-01T10:57:46Z,1,5,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,114251095,NA,Patrick de Oliveira,2022-05-01 15:48:18,CC_BY_NC_4_0,giovannautfpr,giovannautfpr,NA,NA,2022-06-03T11:35:45Z,StillImage,COORDINATE_ROUNDED
3773155525,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/111669472,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,Bahia,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-12.499757,-38.119877,11758,NA,NA,NA,NA,NA,2022-04-16T14:31:46Z,16,4,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,111669472,NA,cnovaes,2022-04-16 17:36:16,CC_BY_NC_4_0,Thais Heinke,Thais Heinke,NA,NA,2022-06-03T11:24:54Z,StillImage,COORDINATE_ROUNDED
3773136587,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/114340760,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.543679,-46.760784,1,NA,NA,NA,NA,NA,2022-05-01T11:43:00Z,1,5,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,114340760,NA,Frederico Machado,2022-05-01 18:55:01,CC_BY_NC_4_0,Frederico Machado,Frederico Machado,NA,NA,2022-06-03T10:59:08Z,StillImage,COORDINATE_ROUNDED
3772863154,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/116179897,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,Bahia,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-9.972394,-38.335972,22,NA,NA,NA,NA,NA,2022-04-12T18:38:00Z,12,4,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,116179897,NA,Matías Zarucki,2022-05-08 22:00:50,CC_BY_NC_4_0,Matías Zarucki,Matías Zarucki,NA,NA,2022-06-03T11:32:25Z,StillImage,COORDINATE_ROUNDED
3772631148,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/113804380,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.601259,-46.745964,45,NA,NA,NA,NA,NA,2022-04-30T11:33:39Z,30,4,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,113804380,NA,wellyene,2022-04-30 14:34:11,CC_BY_NC_4_0,wellyene,wellyene,NA,NA,2022-06-03T11:32:20Z,StillImage,COORDINATE_ROUNDED
3764325296,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/113225088,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,Rio de Janeiro,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-22.768021,-43.110243,200,NA,NA,NA,NA,NA,2022-04-18T13:39:00Z,18,4,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,113225088,NA,nena_bergallo,2022-05-01 23:54:32,CC_BY_NC_4_0,Lucie Červená,Lucie Červená,NA,NA,2022-06-03T11:16:11Z,StillImage,COORDINATE_ROUNDED
3764163728,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/112600766,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,Bahia,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-10.697813,-38.569977,NA,NA,NA,NA,NA,NA,2022-04-23T14:46:00Z,23,4,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,112600766,NA,miguel_macedo_,2022-04-23 23:57:43,CC_BY_NC_4_0,miguel_macedo_,miguel_macedo_,NA,NA,2022-06-03T10:58:28Z,StillImage,COORDINATE_ROUNDED
3760317843,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/110314417,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-23.54384,-46.7611,8,NA,NA,NA,NA,NA,2022-04-03T12:06:00Z,3,4,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,110314417,NA,Frederico Machado,2022-04-03 18:57:29,CC_BY_NC_4_0,Frederico Machado,Frederico Machado,NA,NA,2022-06-03T10:58:35Z,StillImage,COORDINATE_ROUNDED
3760174082,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/111576579,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,,SPECIES,"Callithrix jacchus (Linnaeus, 1758)",Callithrix jacchus,NA,BR,,São Paulo,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-22.917597,-46.580381,2110,NA,NA,NA,NA,NA,2022-04-15T00:00:00Z,15,4,2022,5219542,5219542,HUMAN_OBSERVATION,iNaturalist,Observations,111576579,NA,Luciano Bernardes,2022-04-15 22:11:34,CC_BY_NC_4_0,Luciano Bernardes,Luciano Bernardes,NA,NA,2022-06-03T10:58:54Z,StillImage,COORDINATE_ROUNDED
